Dates,SP5,SP10,Price,LAST,MA5RANK,MA10RANK
10/12/92,0.63,0.61,434.640015,74.7475,0.42,0.46
11/12/92,0.31,0.51,433.730011,74.9495,0.28,0.42
14/12/92,0.14,0.48,432.839996,74.5455,0.2,0.37
15/12/92,0.18,0.51,432.570007,74.5455,0.23,0.42
16/12/92,0.18,0.43,431.519989,73.3333,0.29,0.36
17/12/92,0.53,0.54,435.429993,74.9495,0.46,0.36
18/12/92,0.96,0.67,441.279999,78.9899,0.82,0.52
21/12/92,0.96,0.56,440.700012,77.9798,0.73,0.4
22/12/92,0.98,0.63,440.309998,76.1616,0.69,0.35
23/12/92,0.73,0.61,439.029999,75.7085,0.53,0.51
24/12/92,0.31,0.71,439.769989,76.7677,0.23,0.55
28/12/92,0.31,0.73,439.149994,75.1515,0.21,0.45
29/12/92,0.26,0.67,437.980011,75.3535,0.38,0.48
30/12/92,0.41,0.83,438.820007,76.9697,0.59,0.68
31/12/92,0.14,0.38,435.709991,76.7677,0.46,0.57
04/01/93,0.14,0.17,435.380005,77.5758,0.69,0.32
05/01/93,0.16,0.15,434.339996,76.9697,0.6,0.35
06/01/93,0.12,0.19,434.519989,77.5758,0.5,0.57
07/01/93,0.09,0.08,430.730011,75.7576,0.3,0.39
08/01/93,0.06,0.04,429.049988,73.1313,0.09,0.22
11/01/93,0.2,0.1,430.950012,74.5455,0.2,0.34
12/01/93,0.2,0.13,431.040009,74.3434,0.17,0.31
13/01/93,0.6,0.23,433.029999,72.9293,0.19,0.2
14/01/93,0.94,0.38,435.940002,74.9495,0.64,0.26
15/01/93,0.91,0.43,437.149994,76.5182,0.66,0.29
18/01/93,0.86,0.49,436.839996,75.3535,0.51,0.25
19/01/93,0.56,0.37,435.130005,75.3535,0.68,0.23
20/01/93,0.23,0.49,433.369995,73.7374,0.28,0.23
21/01/93,0.27,0.78,435.48999,74.7475,0.22,0.57
22/01/93,0.35,0.65,436.109985,73.7374,0.23,0.31
25/01/93,0.79,0.9,440.01001,78.9899,0.8,0.72
26/01/93,0.92,0.8,439.950012,78.5859,0.91,0.77
27/01/93,0.62,0.41,438.109985,77.1717,0.68,0.57
28/01/93,0.61,0.35,438.660004,76.5657,0.72,0.36
29/01/93,0.34,0.39,438.779999,78.1818,0.32,0.61
01/02/93,0.62,0.83,442.519989,80.4436,0.63,0.76
02/02/93,0.75,0.92,442.549988,79.6371,0.71,0.8
03/02/93,0.98,0.99,447.200012,82.2581,0.95,0.87
04/02/93,0.99,1,449.559998,83.871,0.94,0.93
05/02/93,0.9,0.87,448.929993,83.871,0.75,0.72
08/02/93,0.79,0.83,447.850006,83.0645,0.75,0.67
09/02/93,0.27,0.76,445.329987,82.0565,0.39,0.72
10/02/93,0.18,0.79,446.230011,82.2581,0.22,0.76
11/02/93,0.33,0.86,447.660004,83.0645,0.34,0.7
12/02/93,0.19,0.4,444.579987,81.6532,0.23,0.49
16/02/93,0.01,0.08,433.910004,76.6129,0.04,0.18
17/02/93,0,0.02,433.299988,74.7984,0.03,0.11
18/02/93,0,0,431.899994,71.9758,0,0.03
19/02/93,0.05,0.01,434.220001,72.379,0.03,0.03
23/02/93,0.5,0.08,434.799988,73.3871,0.12,0.07
24/02/93,0.99,0.24,440.869995,77.2177,0.64,0.14
25/02/93,0.94,0.24,442.339996,77.621,0.93,0.15
26/02/93,0.95,0.25,443.380005,76.6129,0.83,0.13
01/03/93,0.92,0.84,442.01001,76.0081,0.67,0.13
02/03/93,0.9,1,447.899994,78.4274,0.47,0.52
03/03/93,0.88,1,449.26001,79.2339,0.5,0.62
04/03/93,0.63,0.97,447.339996,77.8226,0.45,0.77
05/03/93,0.63,0.92,446.109985,78.4274,0.61,0.8
08/03/93,0.86,1,454.709991,82.6263,0.82,0.9
09/03/93,0.69,0.97,454.399994,82.8629,0.76,0.72
10/03/93,0.99,0.97,456.329987,83.4677,0.92,0.74
11/03/93,0.91,0.86,453.720001,83.6694,0.89,0.82
12/03/93,0.07,0.72,449.829987,81.0484,0.17,0.66
15/03/93,0.2,0.4,451.429993,82.0565,0.29,0.52
16/03/93,0.07,0.32,451.369995,80.6841,0.1,0.43
17/03/93,0.05,0.25,448.309998,79.6781,0.05,0.48
18/03/93,0.5,0.56,451.890015,80.0403,0.27,0.44
19/03/93,0.33,0.16,450.179993,80.3213,0.17,0.11
22/03/93,0.25,0.14,448.880005,79.5181,0.27,0.1
23/03/93,0.42,0.09,448.76001,79.3173,0.38,0.08
24/03/93,0.13,0.15,448.070007,79.3173,0.35,0.08
25/03/93,0.45,0.3,450.880005,79.9197,0.39,0.2
26/03/93,0.37,0.2,447.779999,77.9116,0.2,0.1
29/03/93,0.53,0.23,450.769989,78.3133,0.31,0.15
30/03/93,0.66,0.5,451.970001,79.5181,0.47,0.33
31/03/93,0.46,0.26,451.670013,79.0323,0.32,0.27
01/04/93,0.56,0.28,450.299988,78.0684,0.46,0.17
02/04/93,0.04,0.1,441.390015,74.8491,0.06,0.07
05/04/93,0.04,0.12,442.290009,74.8491,0.04,0.09
06/04/93,0.03,0.12,441.160004,72.5806,0.03,0.04
07/04/93,0.07,0.09,442.730011,71.6298,0.04,0.03
08/04/93,0.43,0.16,441.839996,71.6298,0.12,0.07
12/04/93,0.8,0.26,448.369995,72.6358,0.2,0.08
13/04/93,0.91,0.26,449.220001,73.0382,0.51,0.06
14/04/93,0.77,0.26,448.660004,72.9839,0.6,0.09
15/04/93,0.82,0.29,448.399994,72.2334,0.51,0.1
16/04/93,0.43,0.76,448.940002,73.2394,0.51,0.31
19/04/93,0.3,0.59,447.459991,72.4346,0.41,0.24
20/04/93,0.19,0.55,445.100006,71.6298,0.3,0.39
21/04/93,0.13,0.37,443.630005,72.0322,0.47,0.5
22/04/93,0.06,0.29,439.459991,69.2153,0.08,0.24
23/04/93,0.04,0.04,437.029999,67.6056,0.06,0.13
26/04/93,0.02,0.01,433.540009,66.1972,0.06,0.05
27/04/93,0.12,0.07,438.01001,67.8068,0.1,0.14
28/04/93,0.41,0.09,438.019989,67.8068,0.34,0.2
29/04/93,0.57,0.1,438.890015,68.6117,0.64,0.19
30/04/93,0.83,0.17,440.190002,69.6177,0.85,0.29
03/05/93,0.71,0.34,442.459991,69.6177,0.7,0.37
04/05/93,0.78,0.44,444.049988,71.6298,0.91,0.52
05/05/93,0.75,0.69,444.519989,71.4286,0.81,0.75
06/05/93,0.65,0.75,443.26001,69.8189,0.57,0.75
07/05/93,0.47,0.86,442.309998,69.4165,0.51,0.79
10/05/93,0.41,0.66,442.799988,70.2213,0.33,0.77
11/05/93,0.46,0.75,444.359985,71.2274,0.5,0.79
12/05/93,0.54,0.7,444.799988,71.4286,0.68,0.76
13/05/93,0.28,0.39,439.230011,67.8068,0.27,0.39
14/05/93,0.28,0.33,439.559998,68.8129,0.33,0.5
17/05/93,0.2,0.31,440.369995,67.4044,0.13,0.23
18/05/93,0.18,0.31,440.320007,66.8008,0.09,0.19
19/05/93,0.96,0.64,447.570007,71.2274,0.87,0.63
20/05/93,1,0.85,450.589996,72.2334,0.85,0.75
21/05/93,0.75,0.61,445.839996,71.0262,0.89,0.6
24/05/93,0.91,0.63,448,71.6298,0.94,0.58
25/05/93,0.52,0.66,448.850006,70.825,0.46,0.54
26/05/93,0.64,0.97,453.440002,75.0503,0.8,0.97
27/05/93,0.82,0.92,452.410004,73.4406,0.72,0.82
28/05/93,0.57,0.88,450.190002,71.6298,0.53,0.79
01/06/93,0.7,0.94,453.829987,73.9919,0.82,0.96
02/06/93,0.42,0.7,453.850006,74.2455,0.44,0.74
03/06/93,0.41,0.49,452.48999,72.2334,0.36,0.55
04/06/93,0.4,0.61,450.059998,71.2274,0.46,0.56
07/06/93,0.11,0.37,447.690002,69.4165,0.1,0.37
08/06/93,0.1,0.24,444.709991,66.8008,0.03,0.28
09/06/93,0.12,0.12,445.779999,67.2032,0.08,0.04
10/06/93,0.19,0.16,445.380005,67.4044,0.16,0.12
11/06/93,0.41,0.3,447.26001,67.8068,0.27,0.3
14/06/93,0.65,0.19,447.709991,66.7339,0.56,0.06
15/06/93,0.48,0.13,446.269989,66.1972,0.4,0.04
16/06/93,0.57,0.26,447.429993,67.002,0.48,0.18
17/06/93,0.5,0.4,448.540009,67.4044,0.47,0.33
18/06/93,0.21,0.3,443.679993,65.5936,0.36,0.35
21/06/93,0.43,0.52,446.220001,67.002,0.65,0.57
22/06/93,0.33,0.48,445.929993,67.6056,0.63,0.59
23/06/93,0.16,0.4,443.190002,64.3863,0.21,0.38
24/06/93,0.66,0.45,446.619995,66.5323,0.68,0.49
25/06/93,0.56,0.49,447.600006,65.7258,0.35,0.51
28/06/93,0.78,0.71,451.850006,68.8889,0.72,0.74
29/06/93,0.9,0.61,450.690002,66.129,0.76,0.54
30/06/93,0.7,0.58,450.529999,67.1371,0.67,0.58
01/07/93,0.57,0.73,449.019989,66.7339,0.71,0.67
02/07/93,0.14,0.47,445.839996,65.996,0.22,0.53
06/07/93,0.1,0.28,441.429993,63.9839,0.25,0.36
07/07/93,0.12,0.49,442.829987,62.7767,0.13,0.5
08/07/93,0.41,0.62,448.640015,65.5936,0.4,0.57
09/07/93,0.65,0.56,448.109985,65.5936,0.5,0.64
12/07/93,0.91,0.36,448.980011,65.7948,0.8,0.38
13/07/93,0.76,0.38,448.089996,65.3226,0.84,0.59
14/07/93,0.55,0.47,450.079987,66.5996,0.69,0.61
15/07/93,0.49,0.54,449.220001,67.2032,0.75,0.71
16/07/93,0.26,0.51,445.75,65.1911,0.44,0.57
19/07/93,0.3,0.73,446.029999,63.5815,0.22,0.6
20/07/93,0.29,0.72,447.309998,62.5755,0.12,0.62
21/07/93,0.32,0.38,447.179993,62.5755,0.08,0.33
22/07/93,0.38,0.26,444.51001,62.4498,0.22,0.31
23/07/93,0.54,0.38,447.100006,64.4578,0.7,0.45
26/07/93,0.62,0.58,449.089996,64.6586,0.84,0.57
27/07/93,0.54,0.39,448.23999,62.4498,0.59,0.23
28/07/93,0.71,0.37,447.190002,62.6506,0.63,0.18
29/07/93,0.76,0.77,450.23999,63.6546,0.46,0.47
30/07/93,0.4,0.66,448.130005,61.8182,0.21,0.45
02/08/93,0.66,0.68,450.149994,63.3065,0.74,0.77
03/08/93,0.7,0.66,449.269989,62.5,0.61,0.7
04/08/93,0.34,0.76,448.540009,62.7016,0.44,0.74
05/08/93,0.47,0.61,448.130005,61.0887,0.48,0.31
06/08/93,0.34,0.47,448.679993,62.5,0.45,0.44
09/08/93,0.63,0.7,450.720001,63.7097,0.81,0.84
10/08/93,0.54,0.69,449.450012,64.3145,0.85,0.87
11/08/93,0.73,0.57,450.459991,64.9194,0.99,0.85
12/08/93,0.46,0.59,448.959991,62.9032,0.66,0.82
13/08/93,0.37,0.52,450.140015,63.3065,0.47,0.71
16/08/93,0.76,0.73,452.380005,64.1129,0.54,0.86
17/08/93,0.73,0.83,453.130005,63.6364,0.32,0.8
18/08/93,0.94,0.94,456.040009,64.8485,0.87,0.96
19/08/93,0.9,0.93,456.429993,65.7258,0.89,0.94
20/08/93,0.78,0.86,456.160004,64.3145,0.63,0.75
23/08/93,0.66,0.87,455.230011,64.3145,0.69,0.65
24/08/93,0.78,0.96,459.769989,66.9355,0.87,0.85
25/08/93,0.77,0.97,460.130005,67.1371,0.78,0.97
26/08/93,0.81,0.96,461.040009,67.3387,0.92,0.95
27/08/93,0.83,0.91,460.540009,66.129,0.83,0.82
30/08/93,0.63,0.92,461.899994,66.7339,0.47,0.9
31/08/93,0.74,0.86,463.559998,66.7339,0.4,0.8
01/09/93,0.61,0.85,463.149994,67.3387,0.54,0.77
02/09/93,0.44,0.75,461.299988,65.3226,0.33,0.71
03/09/93,0.32,0.81,461.339996,65.3226,0.21,0.7
07/09/93,0.11,0.3,458.519989,63.9113,0.16,0.23
08/09/93,0.07,0.17,456.649994,62.0968,0.02,0.07
09/09/93,0.18,0.17,457.5,62.5,0.18,0.09
10/09/93,0.44,0.51,461.720001,64.5161,0.36,0.34
13/09/93,0.78,0.43,462.059998,66.129,0.86,0.47
14/09/93,0.76,0.16,459.899994,64.1129,0.83,0.28
15/09/93,0.82,0.29,461.600006,64.1129,0.76,0.22
16/09/93,0.2,0.27,459.429993,63.1048,0.23,0.29
17/09/93,0.16,0.23,458.829987,62.9032,0.11,0.28
20/09/93,0.09,0.17,455.049988,61.0887,0.11,0.25
21/09/93,0.02,0.11,452.950012,58.2661,0.01,0.13
22/09/93,0.19,0.31,456.200012,60.0806,0.12,0.27
23/09/93,0.3,0.09,457.73999,60.6855,0.2,0.13
24/09/93,0.68,0.06,457.630005,60.6855,0.43,0.04
27/09/93,0.99,0.53,461.799988,62.5,0.99,0.36
28/09/93,0.89,0.42,461.529999,61.6935,0.8,0.29
29/09/93,0.68,0.49,460.109985,61.2903,0.65,0.34
30/09/93,0.52,0.44,458.929993,61.5694,0.69,0.42
01/10/93,0.33,0.84,461.279999,63.9113,0.74,0.89
04/10/93,0.36,0.92,461.339996,62.5,0.65,0.96
05/10/93,0.49,0.77,461.200012,62.2984,0.71,0.86
06/10/93,0.58,0.64,460.73999,61.2903,0.49,0.69
07/10/93,0.21,0.54,459.179993,59.879,0.08,0.47
08/10/93,0.28,0.28,460.309998,61.4919,0.31,0.42
11/10/93,0.34,0.31,460.880005,61.4141,0.33,0.54
12/10/93,0.41,0.51,461.119995,61.8182,0.6,0.68
13/10/93,0.68,0.64,461.48999,62.6263,0.93,0.76
14/10/93,0.94,0.81,466.829987,65.0505,0.97,0.77
15/10/93,0.99,0.9,469.5,65.4545,0.99,0.89
18/10/93,0.96,0.86,468.450012,64.6465,0.94,0.86
19/10/93,0.85,0.79,466.209991,62.8283,0.58,0.79
20/10/93,0.29,0.87,466.070007,63.0303,0.21,0.93
21/10/93,0.12,0.76,465.359985,61.8182,0.1,0.64
22/10/93,0.09,0.63,463.269989,62.1457,0.2,0.71
25/10/93,0.24,0.68,464.200012,62.753,0.55,0.72
26/10/93,0.25,0.65,464.299988,62.3482,0.41,0.54
27/10/93,0.34,0.2,464.609985,63.1579,0.77,0.32
28/10/93,0.86,0.26,467.730011,64.7773,0.93,0.49
29/10/93,0.8,0.34,467.829987,65.6566,0.95,0.75
01/11/93,0.87,0.67,469.100006,67.0707,1,1
02/11/93,0.82,0.61,468.440002,66.2626,0.95,0.95
03/11/93,0.09,0.16,463.019989,61.4141,0.07,0.49
04/11/93,0,0.01,457.48999,58.1818,0,0.07
05/11/93,0.01,0.02,459.570007,57.9798,0,0.04
08/11/93,0.04,0.04,460.209991,58.7879,0.02,0.12
09/11/93,0.2,0.04,460.329987,57.5758,0.09,0
10/11/93,0.92,0.06,463.720001,60.404,0.87,0.06
11/11/93,0.72,0.01,462.640015,59.1919,0.7,0
12/11/93,0.87,0.09,465.390015,62.8283,0.97,0.08
15/11/93,0.73,0.02,463.75,61.6162,0.96,0.06
16/11/93,0.69,0.71,466.73999,62.753,0.85,0.79
17/11/93,0.6,0.9,464.809998,61.5385,0.84,0.95
18/11/93,0.24,0.72,463.619995,60,0.17,0.86
19/11/93,0.29,0.61,462.600006,60.9312,0.38,0.86
22/11/93,0.06,0.32,459.130005,57.8947,0.05,0.58
23/11/93,0.15,0.18,461.029999,57.2874,0.08,0.19
24/11/93,0.29,0.39,462.359985,59.919,0.51,0.64
26/11/93,0.46,0.21,463.059998,60.5263,0.41,0.27
29/11/93,0.7,0.26,461.899994,60.3239,0.86,0.38
30/11/93,0.46,0.02,461.790009,59.1093,0.76,0.14
01/12/93,0.38,0.17,461.890015,58.7879,0.28,0.24
02/12/93,0.42,0.38,463.109985,60.404,0.49,0.59
03/12/93,0.73,0.59,464.890015,61.2121,0.64,0.56
06/12/93,0.87,0.89,466.429993,62.2984,0.93,1
07/12/93,0.89,0.82,466.76001,62.0968,0.93,1
08/12/93,0.74,0.69,466.290009,62.7016,0.81,0.86
09/12/93,0.33,0.5,464.179993,60.4839,0.36,0.5
10/12/93,0.16,0.54,463.929993,59.0726,0.13,0.4
13/12/93,0.28,0.7,465.700012,59.879,0.21,0.63
14/12/93,0.13,0.49,463.059998,59.879,0.18,0.7
15/12/93,0.18,0.3,461.839996,58.2661,0.22,0.29
16/12/93,0.35,0.27,463.339996,59.879,0.6,0.37
17/12/93,0.48,0.39,466.380005,63.3065,0.93,0.64
20/12/93,0.68,0.32,465.850006,62.9032,0.88,0.61
21/12/93,0.77,0.32,465.299988,61.6935,0.92,0.37
22/12/93,0.83,0.69,467.320007,64.1129,0.98,0.93
23/12/93,0.51,0.69,467.380005,64.7177,0.64,1
27/12/93,0.86,0.75,470.540009,65.3924,0.81,0.99
28/12/93,0.93,0.92,470.940002,67.8068,1,1
29/12/93,0.71,0.96,470.579987,66.1972,0.71,1
30/12/93,0.5,0.76,468.640015,65.996,0.59,0.98
31/12/93,0.11,0.41,466.450012,63.7097,0.24,0.48
03/01/94,0.06,0.37,465.440002,63.6364,0.07,0.55
04/01/94,0.15,0.52,466.890015,65.0505,0.29,0.87
05/01/94,0.29,0.45,467.549988,66.4646,0.51,0.78
06/01/94,0.46,0.39,467.119995,65.2525,0.65,0.5
07/01/94,0.82,0.35,469.899994,67.4747,0.93,0.74
10/01/94,0.98,0.71,475.269989,69.2308,0.96,0.67
11/01/94,0.96,0.67,474.130005,68.5484,0.69,0.78
12/01/94,0.96,0.8,474.170013,69.2929,0.95,0.86
13/01/94,0.61,0.83,472.470001,68.2828,0.53,0.94
14/01/94,0.4,0.98,474.910004,69.0909,0.42,0.95
17/01/94,0.33,0.85,473.299988,67.6768,0.32,0.77
18/01/94,0.45,0.86,474.25,67.3387,0.25,0.56
19/01/94,0.58,0.89,474.299988,67.9436,0.42,0.79
20/01/94,0.45,0.76,474.980011,67.9436,0.29,0.48
21/01/94,0.58,0.37,474.720001,67.1371,0.4,0.26
24/01/94,0.23,0.22,471.970001,66.129,0.29,0.21
25/01/94,0.16,0.16,470.920013,65.4545,0.21,0.1
26/01/94,0.27,0.51,473.200012,66.7339,0.3,0.33
27/01/94,0.64,0.6,477.049988,68.5484,0.64,0.43
28/01/94,0.95,0.82,478.700012,68.9516,0.81,0.68
31/01/94,1,0.95,481.609985,71.1111,0.99,0.89
01/02/94,0.91,0.8,479.619995,69.0909,0.75,0.66
02/02/94,0.86,0.9,482,70.9091,0.75,0.82
03/02/94,0.58,0.84,480.709991,69.2929,0.47,0.72
04/02/94,0,0.21,469.809998,60.8081,0,0.03
07/02/94,0.05,0.47,471.76001,62.4242,0.04,0.15
08/02/94,0.01,0.22,471.049988,62.6263,0.02,0.08
09/02/94,0.06,0.06,472.769989,62.8283,0.06,0.01
10/02/94,0.34,0,468.929993,60.404,0.4,0
11/02/94,0.27,0,470.179993,61.4141,0.31,0
14/02/94,0.35,0.02,470.230011,60.8081,0.24,0.02
15/02/94,0.43,0.02,472.519989,62.9555,0.47,0.03
16/02/94,0.77,0.04,472.790009,61.4141,0.58,0.04
17/02/94,0.48,0.45,470.339996,61.2121,0.42,0.46
18/02/94,0.18,0.13,467.690002,60.404,0.39,0.25
22/02/94,0.31,0.45,471.459991,61.0101,0.23,0.27
23/02/94,0.22,0.25,470.690002,60.202,0.26,0.21
24/02/94,0.08,0.09,464.26001,56.7677,0.08,0.17
25/02/94,0.29,0.13,466.070007,57.9798,0.2,0.19
28/02/94,0.12,0.19,467.140015,59.1919,0.26,0.3
01/03/94,0.08,0.04,464.440002,57.5758,0.18,0.08
02/03/94,0.55,0.05,464.809998,56.8826,0.52,0.12
03/03/94,0.2,0.07,463.01001,56.5657,0.29,0.12
04/03/94,0.24,0.23,464.73999,56.1616,0.15,0.15
07/03/94,0.66,0.14,466.910004,57.5758,0.52,0.23
08/03/94,0.59,0.11,465.880005,56.1616,0.4,0.18
09/03/94,0.81,0.65,467.059998,57.3737,0.6,0.56
10/03/94,0.4,0.31,463.899994,56.7677,0.59,0.42
11/03/94,0.47,0.43,466.440002,57.4899,0.51,0.36
14/03/94,0.64,0.7,467.390015,57.9798,0.71,0.54
15/03/94,0.5,0.63,467.01001,58.1818,0.62,0.72
16/03/94,0.92,0.91,469.420013,59.798,0.86,0.84
17/03/94,0.83,0.89,470.899994,61.4141,0.92,0.94
18/03/94,0.78,0.78,471.059998,62.6263,0.97,0.93
21/03/94,0.61,0.67,468.540009,60.6061,0.77,0.9
22/03/94,0.4,0.6,468.799988,62.8283,0.83,0.95
23/03/94,0.23,0.79,468.540009,61.2121,0.44,0.88
24/03/94,0.08,0.34,464.350006,58.5859,0.11,0.63
25/03/94,0.05,0.08,460.579987,57.1717,0.13,0.44
28/03/94,0.04,0.08,460,55.5556,0.05,0.3
29/03/94,0,0,452.480011,49.0909,0,0
30/03/94,0,0,445.549988,42.6263,0,0
31/03/94,0.02,0.01,445.769989,39.7566,0,0
04/04/94,0,0,438.920013,35.1626,0,0
05/04/94,0.16,0.03,448.290009,43.4077,0.09,0.02
06/04/94,0.71,0.04,448.049988,42.4797,0.49,0.04
07/04/94,0.91,0.06,450.880005,44.8276,0.98,0.05
08/04/94,0.98,0.06,447.100006,40.1623,0.97,0.05
11/04/94,0.66,0.09,449.869995,42.7992,0.42,0.07
12/04/94,0.46,0.2,447.570007,41.785,0.41,0.14
13/04/94,0.15,0.57,446.26001,40.1623,0.11,0.33
14/04/94,0.43,0.57,446.380005,39.9594,0.49,0.51
15/04/94,0.2,0.95,446.179993,39.1481,0.16,0.86
18/04/94,0.14,0.19,442.459991,35.9756,0.09,0.14
19/04/94,0.19,0.2,442.540009,34.5528,0.11,0.13
20/04/94,0.16,0.13,441.959991,33.7398,0.09,0.08
21/04/94,0.73,0.63,448.730011,37.3984,0.31,0.32
22/04/94,0.91,0.34,447.630005,38.0855,0.77,0.21
25/04/94,0.99,0.81,452.709991,40.7332,1,0.48
26/04/94,0.98,0.85,451.869995,39.6341,0.98,0.51
28/04/94,0.55,0.67,449.100006,38.0081,0.61,0.4
29/04/94,0.76,0.77,450.910004,40.2439,0.75,0.67
02/05/94,0.55,1,453.019989,43.6992,0.82,0.98
03/05/94,0.62,0.99,453.029999,43.0894,0.88,1
04/05/94,0.75,0.98,451.720001,42.2764,0.93,0.99
05/05/94,0.56,0.64,451.380005,42.0732,0.71,0.88
06/05/94,0.14,0.5,447.820007,40.4472,0.19,0.75
09/05/94,0.06,0.09,442.320007,36.9919,0.1,0.28
10/05/94,0.14,0.21,446.01001,36.9168,0.14,0.34
11/05/94,0.07,0.18,441.48999,34.4828,0.06,0.3
12/05/94,0.24,0.2,443.75,33.8742,0.09,0.18
13/05/94,0.67,0.15,444.140015,34.0771,0.25,0.11
16/05/94,0.38,0.16,444.48999,34.4828,0.28,0.12
17/05/94,0.95,0.38,449.369995,37.5254,0.86,0.24
18/05/94,0.98,0.65,453.690002,40.7708,1,0.51
19/05/94,1,0.95,456.480011,43.6105,1,0.8
20/05/94,0.98,1,454.920013,41.3793,0.98,0.86
23/05/94,0.79,0.91,453.200012,41.1765,0.86,0.86
24/05/94,0.61,1,454.809998,41.1765,0.61,0.97
25/05/94,0.51,0.98,456.339996,44.3089,0.65,1
26/05/94,0.7,0.99,457.059998,44.8276,0.84,1
27/05/94,0.81,0.98,457.329987,44.0162,0.79,0.98
31/05/94,0.65,0.86,456.5,44.0816,0.79,0.93
01/06/94,0.6,0.68,457.630005,44.6029,0.57,0.81
02/06/94,0.56,0.56,457.649994,44.3992,0.45,0.62
03/06/94,0.76,0.74,460.130005,46.4358,0.76,0.89
06/06/94,0.71,0.78,458.880005,46.3265,0.74,0.89
07/06/94,0.56,0.66,458.209991,47.4542,0.8,0.92
08/06/94,0.43,0.53,457.059998,47.2505,0.8,0.73
09/06/94,0.31,0.55,457.859985,48.8798,0.77,0.8
10/06/94,0.48,0.58,458.670013,49.8982,0.88,0.91
13/06/94,0.59,0.64,459.100006,49.4908,0.68,0.89
14/06/94,0.89,0.75,462.369995,53.1568,0.96,0.97
15/06/94,0.77,0.7,460.609985,51.9348,0.84,0.93
16/06/94,0.78,0.61,461.929993,53.1568,0.84,0.92
17/06/94,0.42,0.47,458.450012,51.5275,0.65,0.84
20/06/94,0.12,0.38,455.480011,51.5275,0.33,0.75
21/06/94,0.08,0.27,451.339996,47.8615,0.19,0.58
22/06/94,0.09,0.31,453.089996,48.0652,0.17,0.5
23/06/94,0.1,0.14,449.630005,45.2138,0.11,0.26
24/06/94,0.04,0.06,442.799988,39.7149,0.04,0.1
27/06/94,0.28,0.07,447.309998,41.1405,0.09,0.08
28/06/94,0.16,0.08,446.070007,40.3259,0.07,0.09
29/06/94,0.38,0.09,447.630005,41.5479,0.26,0.1
30/06/94,0.68,0.1,444.269989,38.9002,0.43,0.08
01/07/94,0.41,0.19,446.200012,40.9369,0.49,0.14
05/07/94,0.56,0.36,446.369995,41.9552,0.65,0.27
06/07/94,0.39,0.31,446.130005,43.1772,0.64,0.3
07/07/94,0.87,0.53,448.380005,43.1772,0.91,0.47
08/07/94,0.82,0.88,449.549988,45.0102,0.89,0.85
11/07/94,0.7,0.6,448.059998,43.5845,0.61,0.67
12/07/94,0.7,0.66,447.950012,43.9919,0.59,0.7
13/07/94,0.53,0.6,448.730011,44.6939,0.6,0.67
14/07/94,0.85,0.92,453.410004,47.551,0.73,0.97
15/07/94,0.93,0.9,454.160004,47.9592,0.91,0.91
18/07/94,0.93,0.91,455.220001,47.9592,0.87,0.86
19/07/94,0.88,0.88,453.859985,48.6762,0.87,0.84
20/07/94,0.33,0.71,451.600006,47.2505,0.4,0.69
21/07/94,0.34,0.7,452.609985,47.2505,0.36,0.58
22/07/94,0.31,0.77,453.109985,47.2505,0.35,0.64
25/07/94,0.51,0.82,454.25,49.2872,0.51,0.8
26/07/94,0.66,0.72,453.359985,47.4542,0.46,0.58
27/07/94,0.46,0.42,452.570007,46.5447,0.35,0.43
28/07/94,0.57,0.44,454.23999,49.187,0.61,0.53
29/07/94,0.82,0.66,458.26001,51.626,0.66,0.64
01/08/94,0.93,0.85,461.01001,54.2683,0.97,0.84
02/08/94,0.94,0.91,460.559998,54.878,0.99,0.92
03/08/94,0.9,0.89,461.450012,55.2846,0.94,0.93
04/08/94,0.44,0.75,458.399994,54.2683,0.67,0.88
05/08/94,0.23,0.59,457.089996,50.6098,0.22,0.49
08/08/94,0.26,0.67,457.890015,52.1298,0.27,0.7
09/08/94,0.26,0.75,457.920013,52.3327,0.26,0.81
10/08/94,0.67,0.78,460.299988,53.144,0.32,0.59
11/08/94,0.65,0.42,458.880005,51.927,0.52,0.42
12/08/94,0.82,0.47,461.940002,53.9554,0.57,0.41
15/08/94,0.77,0.43,461.230011,53.144,0.51,0.35
16/08/94,0.84,0.65,465.01001,57.7236,0.89,0.53
17/08/94,0.89,0.81,465.170013,56.7951,0.89,0.55
18/08/94,0.55,0.78,463.170013,55.5781,0.53,0.72
19/08/94,0.67,0.76,463.679993,55.7809,0.68,0.58
22/08/94,0.24,0.64,462.320007,53.5497,0.18,0.46
23/08/94,0.34,0.63,464.51001,57.6065,0.48,0.69
24/08/94,0.87,0.93,469.029999,59.8377,0.84,0.92
25/08/94,0.81,0.77,468.079987,61.6633,0.91,0.9
26/08/94,0.99,0.95,473.799988,64.0974,1,1
29/08/94,0.96,0.9,474.589996,64.9087,0.97,0.86
30/08/94,0.87,0.94,476.070007,67.9513,0.97,1
31/08/94,0.89,0.94,475.48999,67.7485,0.9,1
01/09/94,0.32,0.87,473.170013,65.5172,0.46,0.95
02/09/94,0.18,0.82,470.98999,63.0832,0.23,0.94
06/09/94,0.13,0.78,471.859985,63.0832,0.12,0.7
07/09/94,0.11,0.41,470.98999,62.2718,0.1,0.4
08/09/94,0.38,0.6,473.140015,64.503,0.28,0.44
09/09/94,0.2,0.17,468.179993,61.0548,0.23,0.19
