NHMNL5,NHMNL10,Dates,SP5,SP10,Price
0.03,0.18,09/08/05,0.16,0.32,1231.380005
0.61,0.08,10/08/05,0.24,0.19,1229.130005
0.89,0.15,11/08/05,0.8,0.45,1237.810059
0.47,0.1,12/08/05,0.65,0.32,1230.390015
0.49,0.02,15/08/05,0.44,0.2,1233.869995
0.07,0.02,16/08/05,0.15,0.08,1219.339966
0.08,0.21,17/08/05,0.09,0.15,1220.23999
0.19,0.4,18/08/05,0.15,0.26,1219.02002
0.26,0.28,19/08/05,0.12,0.32,1219.709961
0.54,0.43,22/08/05,0.44,0.19,1221.72998
0.46,0.17,23/08/05,0.29,0.16,1217.589966
0.55,0.18,24/08/05,0.19,0.05,1209.589966
0.48,0.3,25/08/05,0.23,0.13,1212.369995
0.36,0.29,26/08/05,0.11,0.05,1205.099976
0.42,0.49,29/08/05,0.26,0.28,1212.280029
0.49,0.63,30/08/05,0.36,0.18,1208.410034
0.86,0.87,31/08/05,0.7,0.41,1220.329956
1,0.96,01/09/05,0.9,0.43,1221.589966
0.81,0.74,02/09/05,0.6,0.35,1218.02002
0.94,0.93,06/09/05,0.95,0.75,1233.390015
0.61,0.88,07/09/05,0.87,0.89,1236.359985
0.11,0.77,08/09/05,0.76,0.8,1231.670044
0.8,0.95,09/09/05,0.93,0.98,1241.47998
0.32,0.92,12/09/05,0.62,0.91,1240.560059
0.11,0.55,13/09/05,0.22,0.83,1231.199951
0.23,0.23,14/09/05,0.25,0.51,1227.160034
0.09,0.14,15/09/05,0.08,0.48,1227.72998
0.32,0.62,16/09/05,0.3,0.79,1237.910034
0.71,0.32,19/09/05,0.42,0.29,1231.02002
0.63,0.27,20/09/05,0.21,0.08,1221.339966
0.21,0.2,21/09/05,0.05,0.05,1210.199951
0.05,0.05,22/09/05,0.02,0.02,1214.619995
0.08,0.08,23/09/05,0.09,0.05,1215.290039
0.35,0.5,26/09/05,0.24,0.11,1215.630005
0.47,0.41,27/09/05,0.59,0.17,1215.660034
0.83,0.46,28/09/05,0.48,0.19,1216.890015
0.89,0.41,29/09/05,0.83,0.21,1227.680054
0.79,0.55,30/09/05,0.86,0.37,1228.810059
0.95,0.75,03/10/05,0.79,0.53,1226.699951
0.64,0.85,04/10/05,0.34,0.51,1214.469971
0.05,0.38,05/10/05,0,0.09,1196.390015
0.02,0.22,06/10/05,0,0.06,1191.48999
0.06,0.19,07/10/05,0.02,0.09,1195.900024
0.07,0.23,10/10/05,0.03,0.01,1187.329956
0.37,0.09,11/10/05,0.17,0,1184.869995
0.18,0.01,12/10/05,0.14,0,1177.680054
0.1,0,13/10/05,0.08,0,1176.839966
0.47,0.04,14/10/05,0.45,0.02,1186.569946
0.66,0.09,17/10/05,0.63,0.11,1190.099976
0.89,0.47,18/10/05,0.48,0.17,1178.140015
0.7,0.44,19/10/05,0.96,0.58,1195.76001
0.52,0.44,20/10/05,0.25,0.19,1177.800049
0.52,0.65,21/10/05,0.21,0.37,1179.589966
0.8,0.86,24/10/05,0.96,0.77,1199.380005
0.9,0.97,25/10/05,0.51,0.84,1196.540039
0.65,0.94,26/10/05,0.88,0.76,1191.380005
0.33,0.48,27/10/05,0.45,0.38,1178.900024
0.38,0.65,28/10/05,0.41,0.68,1198.410034
0.68,0.91,31/10/05,0.8,0.95,1207.01001
0.66,0.93,01/11/05,0.81,0.65,1202.76001
0.78,0.75,02/11/05,1,0.99,1214.76001
0.91,0.91,03/11/05,0.95,1,1219.939941
0.31,0.52,04/11/05,0.84,0.87,1220.140015
0.47,0.69,07/11/05,0.93,0.89,1222.810059
0.52,0.64,08/11/05,0.58,0.9,1218.589966
0.26,0.85,09/11/05,0.49,1,1220.650024
0.59,0.73,10/11/05,0.78,0.92,1230.959961
0.57,0.55,11/11/05,0.81,0.88,1234.719971
0.56,0.5,14/11/05,0.88,0.91,1233.76001
0.28,0.42,15/11/05,0.69,0.68,1229.01001
0.17,0.07,16/11/05,0.46,0.65,1231.209961
0.41,0.67,17/11/05,0.68,0.81,1242.800049
0.76,0.78,18/11/05,0.86,0.83,1248.27002
0.91,0.82,21/11/05,0.98,0.95,1254.849976
0.97,0.78,22/11/05,0.99,0.99,1261.22998
0.86,0.87,23/11/05,0.93,0.92,1265.609985
0.31,0.55,25/11/05,0.89,0.9,1268.25
0.38,0.67,28/11/05,0.5,0.78,1257.459961
0.29,0.8,29/11/05,0.3,0.84,1257.47998
0.14,0.84,30/11/05,0.1,0.68,1249.47998
0.81,0.86,01/12/05,0.32,0.74,1264.670044
0.75,0.64,02/12/05,0.64,0.67,1265.079956
0.56,0.44,05/12/05,0.56,0.53,1262.089966
0.94,0.71,06/12/05,0.85,0.44,1263.699951
0.12,0.14,07/12/05,0.24,0.29,1257.369995
0.21,0.42,08/12/05,0.21,0.22,1255.839966
0.3,0.37,09/12/05,0.35,0.45,1259.369995
0.24,0.63,12/12/05,0.35,0.48,1260.430054
0.64,0.64,13/12/05,0.72,0.72,1267.430054
0.63,0.24,14/12/05,0.89,0.6,1272.73999
0.42,0.14,15/12/05,0.78,0.53,1270.939941
0.38,0.43,16/12/05,0.61,0.52,1267.319946
0.2,0.05,19/12/05,0.24,0.38,1259.920044
0.1,0.22,20/12/05,0.16,0.48,1259.619995
0.45,0.35,21/12/05,0.25,0.6,1262.790039
0.3,0.41,22/12/05,0.51,0.64,1268.119995
0.79,0.35,23/12/05,0.7,0.63,1268.660034
0.88,0.4,27/12/05,0.38,0.26,1256.540039
0.44,0.19,28/12/05,0.34,0.22,1258.170044
0.48,0.48,29/12/05,0.15,0.18,1254.420044
0.2,0.19,30/12/05,0.05,0.14,1248.290039
0.79,0.93,03/01/06,0.79,0.66,1268.800049
1,0.99,04/01/06,0.86,0.67,1273.459961
0.47,0.5,05/01/06,0.9,0.65,1273.47998
1,0.99,06/01/06,1,0.72,1285.449951
0.96,0.97,09/01/06,0.92,0.78,1290.150024
0.4,0.91,10/01/06,0.84,0.92,1289.689941
0.99,0.98,11/01/06,0.9,0.94,1294.180054
0.08,0.87,12/01/06,0.46,0.89,1286.060059
0.01,0.78,13/01/06,0.37,0.97,1287.609985
0.13,0.29,17/01/06,0.24,0.61,1282.930054
0.02,0.04,18/01/06,0.09,0.44,1277.930054
0.53,0.89,19/01/06,0.4,0.59,1285.040039
0.77,0.1,20/01/06,0.04,0.09,1261.48999
0.47,0.04,23/01/06,0.07,0.06,1263.819946
0.9,0.34,24/01/06,0.18,0.11,1266.859985
0.45,0.17,25/01/06,0.07,0.04,1264.680054
0.71,0.73,26/01/06,0.73,0.24,1273.829956
0.99,0.99,27/01/06,0.87,0.32,1283.719971
0.64,0.84,30/01/06,0.84,0.38,1285.189941
0.69,0.93,31/01/06,0.81,0.37,1280.079956
0.46,0.65,01/02/06,0.62,0.34,1282.459961
0,0.21,02/02/06,0.18,0.59,1270.839966
0.06,0.27,03/02/06,0.06,0.37,1264.030029
0.11,0.15,06/02/06,0.15,0.37,1265.02002
0.07,0.14,07/02/06,0.03,0.29,1254.780029
0.27,0.04,08/02/06,0.33,0.31,1265.650024
0.67,0.01,09/02/06,0.46,0.14,1263.780029
0.34,0.06,10/02/06,0.53,0.19,1266.98999
0.37,0.05,13/02/06,0.61,0.21,1262.859985
0.66,0.11,14/02/06,0.65,0.36,1275.530029
0.6,0.58,15/02/06,0.83,0.62,1280
0.93,0.87,16/02/06,0.95,0.81,1289.380005
0.94,0.79,17/02/06,0.96,0.78,1287.23999
0.77,0.81,21/02/06,0.55,0.85,1283.030029
0.85,0.96,22/02/06,0.72,0.82,1292.670044
0.53,0.79,23/02/06,0.36,0.78,1287.790039
0.32,0.78,24/02/06,0.49,0.75,1289.430054
0.71,0.96,27/02/06,0.67,0.88,1294.119995
0.08,0.42,28/02/06,0.18,0.44,1280.660034
0.24,0.51,01/03/06,0.51,0.57,1291.23999
0.34,0.27,02/03/06,0.4,0.33,1289.140015
0.17,0.33,03/03/06,0.25,0.33,1287.22998
0.55,0.23,06/03/06,0.34,0.27,1278.26001
0.09,0.03,07/03/06,0.09,0.15,1275.880005
0.14,0.06,08/03/06,0.17,0.21,1278.469971
0.16,0.18,09/03/06,0.11,0.13,1272.22998
0.41,0.11,10/03/06,0.5,0.16,1281.420044
0.89,0.63,13/03/06,0.59,0.4,1284.130005
0.93,0.53,14/03/06,0.85,0.45,1297.47998
0.96,0.78,15/03/06,0.98,0.6,1303.02002
0.97,0.9,16/03/06,0.94,0.67,1305.329956
0.8,0.85,17/03/06,0.93,0.86,1307.25
0.52,0.91,20/03/06,0.52,0.86,1305.079956
0.11,0.73,21/03/06,0.23,0.66,1297.22998
0.01,0.57,22/03/06,0.38,0.9,1305.040039
0.14,0.57,23/03/06,0.24,0.66,1301.670044
0.34,0.53,24/03/06,0.34,0.65,1302.949951
0.51,0.34,27/03/06,0.5,0.36,1301.609985
0.68,0.18,28/03/06,0.15,0.17,1293.22998
0.78,0.17,29/03/06,0.45,0.26,1302.890015
0.79,0.52,30/03/06,0.33,0.21,1300.25
0.6,0.4,31/03/06,0.24,0.16,1294.869995
0.85,0.85,03/04/06,0.55,0.33,1297.810059
0.38,0.75,04/04/06,0.51,0.34,1305.930054
0.43,0.8,05/04/06,0.71,0.56,1311.560059
0.66,0.64,06/04/06,0.76,0.47,1309.040039
0.15,0.57,07/04/06,0.37,0.24,1295.5
0.14,0.28,10/04/06,0.18,0.42,1296.619995
0.04,0.09,11/04/06,0.02,0.11,1286.569946
0.08,0.05,12/04/06,0.04,0.16,1288.119995
0.18,0.17,13/04/06,0.28,0.27,1289.119995
0.53,0.07,17/04/06,0.18,0.14,1285.329956
0.95,0.64,18/04/06,0.9,0.4,1307.280029
0.99,0.73,19/04/06,0.92,0.35,1309.930054
0.94,0.63,20/04/06,0.93,0.46,1311.459961
0.93,0.84,21/04/06,0.98,0.73,1311.280029
0.18,0.65,24/04/06,0.51,0.69,1308.109985
0.05,0.75,25/04/06,0.23,0.74,1301.73999
0.31,0.89,26/04/06,0.31,0.77,1305.410034
0.15,0.81,27/04/06,0.45,0.84,1309.719971
0.69,0.76,28/04/06,0.55,0.89,1310.609985
0.72,0.4,01/05/06,0.58,0.34,1305.189941
0.59,0.18,02/05/06,0.65,0.5,1313.209961
0.57,0.28,03/05/06,0.43,0.32,1308.119995
0.7,0.34,04/05/06,0.53,0.42,1312.25
0.9,0.98,05/05/06,0.88,0.78,1325.76001
0.74,0.88,08/05/06,0.73,0.87,1324.660034
0.76,0.67,09/05/06,0.83,0.81,1325.140015
0.32,0.61,10/05/06,0.69,0.69,1322.849976
0.03,0.42,11/05/06,0.07,0.28,1305.920044
0,0.04,12/05/06,0,0.13,1291.23999
0.01,0.03,15/05/06,0.01,0.06,1294.5
0.13,0.15,16/05/06,0.01,0.13,1292.079956
0.09,0.02,17/05/06,0,0,1270.319946
0.55,0,18/05/06,0.04,0,1261.810059
0.5,0.01,19/05/06,0.06,0.01,1267.030029
0.3,0.02,22/05/06,0.04,0.01,1262.069946
0.6,0.09,23/05/06,0.2,0,1256.579956
0.31,0.07,24/05/06,0.38,0.04,1258.569946
0.69,0.67,25/05/06,0.63,0.13,1272.880005
0.79,0.72,26/05/06,0.83,0.19,1280.160034
0.58,0.48,30/05/06,0.58,0.06,1259.869995
0.82,0.68,31/05/06,0.75,0.45,1270.089966
0.61,0.7,01/06/06,0.78,0.87,1285.709961
0.63,0.83,02/06/06,0.67,0.82,1288.219971
0.51,0.7,05/06/06,0.63,0.55,1265.290039
0.32,0.4,06/06/06,0.32,0.64,1263.849976
0.35,0.73,07/06/06,0.05,0.41,1256.150024
0.12,0.2,08/06/06,0.04,0.2,1257.930054
0.5,0.43,09/06/06,0.22,0.08,1252.300049
0.4,0.29,12/06/06,0.1,0.12,1237.439941
0.13,0.11,13/06/06,0.02,0.05,1223.689941
0.34,0.1,14/06/06,0.09,0.04,1230.040039
0.43,0.28,15/06/06,0.62,0.09,1256.160034
0.77,0.47,16/06/06,0.82,0.26,1251.540039
0.91,0.54,19/06/06,0.85,0.12,1240.130005
0.81,0.34,20/06/06,0.72,0.22,1240.119995
0.44,0.73,21/06/06,0.37,0.39,1252.199951
0.34,0.32,22/06/06,0.34,0.37,1245.599976
0.43,0.56,23/06/06,0.62,0.68,1244.5
0.57,0.89,26/06/06,0.76,0.94,1250.560059
0.36,0.74,27/06/06,0.21,0.68,1239.199951
0.49,0.33,28/06/06,0.5,0.31,1246
0.81,0.6,29/06/06,0.99,0.86,1272.869995
0.85,0.8,30/06/06,0.89,0.98,1270.199951
0.91,0.86,03/07/06,1,1,1280.189941
0.82,0.66,05/07/06,0.96,0.77,1270.910034
0.5,0.77,06/07/06,0.47,0.94,1274.079956
0.29,0.7,07/07/06,0.34,0.81,1265.47998
0.31,0.65,10/07/06,0.2,0.71,1267.339966
0.33,0.64,11/07/06,0.51,0.99,1272.430054
0.31,0.63,12/07/06,0.15,0.65,1258.599976
0.2,0.17,13/07/06,0.13,0.1,1242.280029
0.12,0.08,14/07/06,0.03,0.08,1236.199951
0.26,0.15,17/07/06,0,0.07,1234.48999
0.23,0.16,18/07/06,0.16,0.09,1236.859985
0.92,0.47,19/07/06,0.86,0.26,1259.810059
0.93,0.46,20/07/06,0.81,0.21,1249.130005
0.51,0.21,21/07/06,0.68,0.15,1240.290039
0.93,0.62,24/07/06,0.95,0.34,1260.910034
0.61,0.7,25/07/06,0.72,0.7,1268.880005
0.66,0.9,26/07/06,0.87,0.92,1268.400024
0.87,0.95,27/07/06,0.92,0.93,1263.199951
0.61,0.9,28/07/06,0.83,1,1278.550049
0.42,0.92,31/07/06,0.65,0.98,1276.660034
0.39,0.39,01/08/06,0.52,0.66,1270.920044
0.68,0.71,02/08/06,0.79,0.91,1277.410034
0.46,0.9,03/08/06,0.5,0.98,1280.27002
0.73,0.7,04/08/06,0.53,0.74,1279.359985
0.44,0.3,07/08/06,0.61,0.57,1275.77002
0.24,0.38,08/08/06,0.33,0.52,1271.47998
0.36,0.4,09/08/06,0.2,0.52,1265.949951
0.12,0.23,10/08/06,0.29,0.36,1271.810059
0.44,0.3,11/08/06,0.28,0.34,1266.73999
0.57,0.5,14/08/06,0.4,0.44,1268.209961
0.74,0.43,15/08/06,0.89,0.65,1285.579956
0.9,0.58,16/08/06,0.95,0.73,1295.430054
0.55,0.2,17/08/06,0.99,0.79,1297.47998
0.62,0.62,18/08/06,0.99,0.9,1302.300049
0.41,0.53,21/08/06,0.74,0.88,1297.52002
0.38,0.64,22/08/06,0.55,0.95,1298.819946
0.75,0.79,23/08/06,0.37,0.81,1292.98999
0.34,0.56,24/08/06,0.31,0.93,1296.060059
0.42,0.45,25/08/06,0.41,0.89,1295.089966
0.59,0.52,28/08/06,0.54,0.69,1301.780029
0.75,0.5,29/08/06,0.71,0.59,1304.280029
0.89,0.93,30/08/06,0.68,0.57,1305.369995
0.85,0.71,31/08/06,0.66,0.47,1303.819946
0.67,0.74,01/09/06,0.67,0.65,1311.01001
0.51,0.6,05/09/06,0.65,0.65,1313.25
0.11,0.36,06/09/06,0.33,0.53,1300.26001
0.1,0.38,07/09/06,0.24,0.4,1294.02002
0.14,0.44,08/09/06,0.23,0.5,1298.920044
0.17,0.27,11/09/06,0.2,0.38,1299.540039
0.33,0.18,12/09/06,0.77,0.56,1313
0.9,0.37,13/09/06,0.93,0.62,1318.069946
0.68,0.27,14/09/06,0.84,0.61,1316.280029
0.9,0.48,15/09/06,0.9,0.55,1319.660034
0.8,0.33,18/09/06,0.63,0.54,1321.180054
0.16,0.49,19/09/06,0.41,0.71,1317.640015
0.76,0.85,20/09/06,0.64,0.94,1325.180054
0.26,0.69,21/09/06,0.39,0.76,1318.030029
0.19,0.46,22/09/06,0.28,0.68,1314.780029
0.51,0.6,25/09/06,0.62,0.64,1326.369995
0.47,0.44,26/09/06,0.71,0.73,1336.349976
0.7,0.7,27/09/06,0.86,0.77,1336.589966
0.84,0.37,28/09/06,0.95,0.75,1338.880005
0.69,0.51,29/09/06,0.67,0.65,1335.849976
0.26,0.58,02/10/06,0.34,0.64,1331.319946
0.19,0.28,03/10/06,0.4,0.55,1334.109985
0.67,0.65,04/10/06,0.73,0.94,1350.199951
0.93,0.96,05/10/06,0.82,0.96,1353.219971
0.62,0.63,06/10/06,0.85,0.8,1349.589966
0.77,0.49,09/10/06,0.79,0.61,1350.660034
0.48,0.5,10/10/06,0.46,0.67,1353.420044
0.06,0.43,11/10/06,0.32,0.52,1349.949951
0.9,0.88,12/10/06,0.75,0.86,1362.829956
0.89,0.95,13/10/06,0.77,0.95,1365.619995
0.86,0.95,16/10/06,0.77,0.95,1369.060059
0.56,0.37,17/10/06,0.73,0.56,1364.050049
0.52,0.52,18/10/06,0.42,0.5,1365.800049
0.12,0.72,19/10/06,0.37,0.64,1366.959961
0,0.21,20/10/06,0.34,0.65,1368.599976
0.32,0.3,23/10/06,0.72,0.77,1377.02002
0.13,0.6,24/10/06,0.68,0.85,1377.380005
0.13,0.13,25/10/06,0.77,0.71,1382.219971
1,0.61,26/10/06,0.9,0.76,1389.079956
0.76,0.22,27/10/06,0.35,0.36,1377.339966
0.2,0.35,30/10/06,0.36,0.52,1377.930054
0.74,0.21,31/10/06,0.25,0.43,1377.939941
0.03,0.36,01/11/06,0.07,0.23,1367.810059
0.07,0.51,02/11/06,0.13,0.22,1367.339966
0.29,0.33,03/11/06,0.09,0.12,1364.300049
0.45,0.41,06/11/06,0.4,0.24,1379.780029
0.71,0.87,07/11/06,0.75,0.21,1382.839966
0.87,0.13,08/11/06,0.84,0.16,1385.719971
0.79,0.35,09/11/06,0.71,0.22,1378.329956
0.37,0.54,10/11/06,0.36,0.25,1380.900024
0.32,0.57,13/11/06,0.39,0.27,1384.420044
0.74,0.77,14/11/06,0.5,0.77,1393.219971
0.9,0.99,15/11/06,0.82,0.87,1396.569946
0.89,0.97,16/11/06,0.85,0.95,1399.76001
0.18,0.32,17/11/06,0.76,0.72,1401.199951
0.28,0.41,20/11/06,0.47,0.59,1400.5
0.1,0.47,21/11/06,0.47,0.57,1402.810059
0.48,0.84,22/11/06,0.48,0.84,1406.089966
0.73,0.59,24/11/06,0.3,0.69,1400.949951
0.1,0.19,27/11/06,0.05,0.13,1381.959961
0.06,0.08,28/11/06,0.06,0.11,1386.719971
0.18,0.16,29/11/06,0.17,0.24,1399.47998
0.77,0.36,30/11/06,0.31,0.2,1400.630005
0.84,0.75,01/12/06,0.74,0.12,1396.709961
1,0.92,04/12/06,0.93,0.37,1409.119995
0.98,0.99,05/12/06,0.76,0.44,1414.76001
0.52,0.43,06/12/06,0.64,0.29,1412.900024
0.58,0.65,07/12/06,0.58,0.27,1407.290039
0.01,0.61,08/12/06,0.3,0.87,1409.839966
0,0.85,11/12/06,0.23,0.8,1413.040039
0.01,0.09,12/12/06,0.25,0.42,1411.560059
0.35,0.3,13/12/06,0.45,0.44,1413.209961
0.97,0.76,14/12/06,0.79,0.88,1425.48999
0.73,0.13,15/12/06,0.7,0.62,1427.089966
0.97,0.03,18/12/06,0.6,0.27,1422.47998
0.13,0.09,19/12/06,0.67,0.45,1425.550049
0.14,0.26,20/12/06,0.23,0.58,1423.530029
0.14,0.39,21/12/06,0.1,0.32,1418.300049
0.2,0.17,22/12/06,0.07,0.08,1410.76001
0.51,0.8,26/12/06,0.12,0.23,1416.900024
0.6,0.45,27/12/06,0.45,0.51,1426.839966
0.57,0.11,28/12/06,0.5,0.12,1424.72998
0.64,0.14,29/12/06,0.52,0.02,1418.300049
0.7,0.48,03/01/07,0.32,0.05,1416.599976
0.08,0.37,04/01/07,0.12,0.03,1418.339966
0.12,0.11,05/01/07,0.03,0,1409.709961
0.24,0.2,08/01/07,0.16,0.06,1412.839966
0.24,0.53,09/01/07,0.19,0.19,1412.109985
0.46,0.34,10/01/07,0.22,0.12,1414.849976
0.97,0.37,11/01/07,0.77,0.09,1423.819946
0.95,0.58,12/01/07,0.89,0.28,1430.72998
0.86,0.83,16/01/07,0.95,0.54,1431.900024
0.79,0.47,17/01/07,0.84,0.59,1430.619995
0.31,0.66,18/01/07,0.42,0.36,1426.369995
0.31,0.81,19/01/07,0.34,0.8,1430.5
0.22,0.77,22/01/07,0.1,0.44,1422.949951
0.42,0.71,23/01/07,0.23,0.66,1427.98999
0.76,0.9,24/01/07,0.72,0.86,1440.130005
0.65,0.43,25/01/07,0.15,0.17,1423.900024
0.38,0.18,26/01/07,0.3,0.03,1422.180054
0.42,0.22,29/01/07,0.14,0.02,1420.619995
0.28,0.31,30/01/07,0.08,0.17,1428.819946
0.67,0.82,31/01/07,0.76,0.47,1438.23999
0.97,0.96,01/02/07,0.98,0.65,1445.939941
0.96,0.95,02/02/07,1,0.87,1448.390015
0.8,0.78,05/02/07,0.87,0.74,1446.98999
0.64,0.7,06/02/07,0.57,0.33,1448
0.56,0.95,07/02/07,0.46,0.87,1450.02002
0.25,0.9,08/02/07,0.35,0.87,1448.310059
0.3,0.63,09/02/07,0.09,0.67,1438.060059
0.04,0.22,12/02/07,0.04,0.27,1433.369995
0.05,0.18,13/02/07,0.18,0.3,1444.26001
0.74,0.37,14/02/07,0.54,0.41,1455.300049
0.77,0.29,15/02/07,0.93,0.38,1456.810059
0.82,0.23,16/02/07,0.96,0.4,1455.540039
0.95,0.54,20/02/07,0.79,0.46,1459.680054
0.29,0.13,21/02/07,0.43,0.34,1457.630005
0.42,0.52,22/02/07,0.31,0.38,1456.380005
0.36,0.26,23/02/07,0.21,0.56,1451.189941
0.15,0.88,26/02/07,0.08,0.67,1449.369995
0.02,0.11,27/02/07,0,0,1399.040039
0.04,0.02,28/02/07,0.01,0,1406.819946
0.09,0.03,01/03/07,0.02,0,1403.170044
0.08,0.08,02/03/07,0,0,1387.170044
0.37,0.01,05/03/07,0.04,0,1374.119995
0.55,0.06,06/03/07,0.12,0.02,1395.410034
0.6,0.04,07/03/07,0.14,0.02,1391.969971
0.63,0.21,08/03/07,0.78,0.05,1401.890015
0.78,0.07,09/03/07,1,0.07,1402.839966
0.58,0.66,12/03/07,0.66,0.43,1406.599976
0.44,0.44,13/03/07,0.1,0.09,1377.949951
0.24,0.3,14/03/07,0.09,0.1,1387.170044
0.54,0.59,15/03/07,0.17,0.39,1392.280029
0.51,0.84,16/03/07,0.06,0.66,1386.949951
0.71,0.6,19/03/07,0.98,0.45,1402.060059
0.9,0.74,20/03/07,0.97,0.81,1410.939941
0.87,0.88,21/03/07,1,0.99,1435.040039
0.83,0.87,22/03/07,1,0.98,1434.540039
0.69,0.74,23/03/07,0.98,0.97,1436.109985
0.54,0.87,26/03/07,0.95,1,1437.5
0.23,0.88,27/03/07,0.29,0.99,1428.609985
0.22,0.51,28/03/07,0.08,0.84,1417.22998
0.41,0.68,29/03/07,0.15,0.98,1422.530029
0.44,0.58,30/03/07,0.08,0.77,1420.859985
0.68,0.6,02/04/07,0.35,0.66,1424.550049
0.97,0.71,03/04/07,0.89,0.33,1437.77002
0.75,0.55,04/04/07,0.81,0.36,1439.369995
0.74,0.59,05/04/07,0.91,0.46,1443.76001
0.79,0.84,09/04/07,0.87,0.43,1444.609985
0.38,0.88,10/04/07,0.64,0.79,1448.390015
0.34,0.72,11/04/07,0.41,0.82,1438.869995
0.3,0.47,12/04/07,0.52,0.83,1447.800049
0.35,0.75,13/04/07,0.61,0.95,1452.849976
0.89,0.98,16/04/07,0.86,0.99,1468.329956
0.9,0.57,17/04/07,0.97,0.96,1471.47998
0.65,0.4,18/04/07,0.93,0.94,1472.5
0.26,0.21,19/04/07,0.79,0.87,1470.72998
0.37,0.73,20/04/07,0.77,0.97,1484.349976
0.41,0.61,23/04/07,0.59,0.92,1480.930054
0.49,0.55,24/04/07,0.57,0.98,1480.410034
0.97,0.99,25/04/07,0.92,0.99,1495.420044
0.3,0.71,26/04/07,0.59,0.95,1494.25
0.2,0.04,27/04/07,0.65,0.79,1494.069946
0.48,0.12,30/04/07,0.44,0.5,1482.369995
0,0.13,01/05/07,0.19,0.61,1486.300049
0.28,0.77,02/05/07,0.45,0.75,1495.920044
0.66,0.17,03/05/07,0.58,0.67,1502.390015
0.86,0.48,04/05/07,0.88,0.73,1505.619995
0.98,0.77,07/05/07,0.87,0.85,1509.47998
0.26,0.02,08/05/07,0.64,0.5,1507.719971
0.55,0.33,09/05/07,0.6,0.67,1512.579956
0.06,0.21,10/05/07,0.11,0.19,1491.469971
0.07,0.26,11/05/07,0.34,0.73,1505.849976
0.69,0.86,14/05/07,0.31,0.63,1503.150024
0.27,0.29,15/05/07,0.16,0.3,1501.189941
0.59,0.17,16/05/07,0.85,0.49,1514.140015
0.59,0.1,17/05/07,0.54,0.36,1512.75
0.66,0.34,18/05/07,0.79,0.55,1522.75
0.89,0.95,21/05/07,0.9,0.64,1525.099976
0.78,0.3,22/05/07,0.6,0.47,1524.119995
0.83,0.92,23/05/07,0.57,0.86,1522.280029
0.07,0.3,24/05/07,0.08,0.25,1507.51001
0.01,0.09,25/05/07,0.21,0.51,1515.72998
0.21,0.28,29/05/07,0.29,0.62,1518.109985
0.18,0.59,30/05/07,0.53,0.6,1530.22998
0.98,0.94,31/05/07,0.85,0.64,1530.619995
1,0.85,01/06/07,0.81,0.51,1536.339966
0.92,0.43,04/06/07,0.81,0.55,1539.180054
0.45,0.24,05/06/07,0.4,0.27,1530.949951
0,0.03,06/06/07,0.14,0.13,1517.380005
0,0.18,07/06/07,0.04,0.1,1490.719971
0.01,0.25,08/06/07,0.05,0.14,1507.670044
0.14,0.18,11/06/07,0.07,0.13,1509.119995
0.35,0.05,12/06/07,0.07,0.09,1493
0.63,0.01,13/06/07,0.93,0.13,1515.670044
0.94,0.06,14/06/07,0.68,0.14,1522.969971
0.99,0.52,15/06/07,0.88,0.19,1532.910034
0.96,0.74,18/06/07,0.98,0.24,1531.050049
0.83,0.89,19/06/07,0.7,0.61,1533.699951
0.5,0.95,20/06/07,0.25,0.73,1512.839966
0.04,0.65,21/06/07,0.23,0.56,1522.189941
0.1,0.47,22/06/07,0.06,0.17,1502.560059
0.13,0.58,25/06/07,0.05,0.25,1497.73999
0.1,0.26,26/06/07,0.11,0.11,1492.890015
0.3,0.04,27/06/07,0.15,0.13,1506.339966
0.63,0.03,28/06/07,0.47,0.11,1505.709961
0.73,0.11,29/06/07,0.5,0.11,1503.349976
0.9,0.45,02/07/07,0.93,0.18,1519.430054
0.95,0.46,03/07/07,0.72,0.5,1524.869995
0.77,0.86,05/07/07,0.74,0.29,1525.400024
0.83,0.93,06/07/07,0.94,0.83,1530.439941
0.77,1,09/07/07,0.61,0.92,1531.849976
0.16,0.7,10/07/07,0.17,0.65,1510.119995
0.15,0.66,11/07/07,0.32,0.5,1518.76001
0.6,0.92,12/07/07,0.68,0.97,1547.699951
0.52,0.94,13/07/07,0.78,0.99,1552.5
0.83,0.53,16/07/07,0.98,0.82,1549.52002
0.81,0.34,17/07/07,0.94,0.72,1549.369995
0.04,0.07,18/07/07,0.39,0.68,1546.170044
0.21,0.32,19/07/07,0.4,0.7,1553.079956
0.12,0.03,20/07/07,0.16,0.28,1534.099976
0.31,0.58,23/07/07,0.31,0.83,1541.569946
0.17,0.08,24/07/07,0.04,0.2,1511.040039
0.01,0,25/07/07,0.04,0.07,1518.089966
0,0,26/07/07,0,0.01,1482.660034
0.08,0.02,27/07/07,0,0,1458.949951
0.33,0.02,30/07/07,0.03,0.01,1473.910034
0.76,0.3,31/07/07,0.01,0,1455.27002
0.83,0.01,01/08/07,0.15,0.02,1465.810059
0.89,0.41,02/08/07,0.63,0.05,1472.199951
0.54,0.04,03/08/07,0.04,0,1433.060059
0.1,0.12,06/08/07,0.6,0.07,1467.670044
0.91,0.83,07/08/07,0.58,0.08,1476.709961
0.65,1,08/08/07,0.9,0.53,1497.48999
0.78,0.82,09/08/07,0.72,0.24,1453.089966
